proto,service,state,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,spkts,dpkts,sbytes,dbytes,sload,dload,sloss,dloss,ackdat,synack,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,ct_dst_src_ltm,ct_state_ttl,rate,sttl,dttl,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,smean,dmean,dur,response_body_len,trans_depth
tcp,http,FIN,8,13,8,1,16,20,2104,1648,197435.96391700002,159063.50603699998,4,4,0.001077,0.030716,0,0,5,24,14,0,2,0,227.7695105,31.0,29.0,1068.3414645,829.3045555,88554.9154455,2328.0647980000003,255.0,3071583880.5,2042087522.0,255.0,0.0158965,132.0,82.0,14.920791,83,1
tcp,http,FIN,8,14,8,1,16,20,2104,1648,816.22995,657.5924229999999,4,4,0.00030900000000000003,0.0011120000000000001,0,0,2,20,8,0,6,0,0.941633,31.0,29.0,2745.1409999999996,2235.7729375,228220.9402,6121.89575,255.0,3415679919.0,2344153335.5,255.0,0.0007105,132.0,82.0,23.945032,83,1
tcp,http,FIN,9,1,1,1,60,44,5914,3738,134374.330085,90088.743897,12,8,0.297779,0.317685,0,0,7,6,42,0,42,6,58.564261833333326,190.0,252.0,39.273629500000006,47.463006,2407.408762833333,77.83760666666667,255.0,1734837479.1666667,1675223777.1666667,255.0,0.10257733333333334,98.83333333333333,78.66666666666667,0.698659,275,1
tcp,http,FIN,9,1,3,1,20,16,2072,1802,57356.93457,28409.495117,4,3,0.068961,0.052756,0,0,1,6,2,0,2,2,55.71116,158.0,252.0,42.032611,46.766301,2757.3176015,82.035082,255.0,1681826565.0,3695436612.0,255.0,0.060858499999999996,104.0,99.0,0.581401,0,1
tcp,http,FIN,9,1,4,1,10,6,1344,268,50408.52734,9331.827148,2,1,0.037085,0.059352,0,0,1,4,1,0,1,1,78.11239,254.0,252.0,18.840556,26.534199,1122.08741,36.097527,255.0,4158015094.0,1146901126.0,255.0,0.096437,134.0,45.0,0.192031,0,1
tcp,http,FIN,9,2,2,1,232,144,69478,9450,1378895.5938849999,163754.754645,55,24,0.855283,1.057868,0,0,16,40,174,0,174,20,50.3419598,215.6,252.0,39.657366100000004,55.4789178,2419.0277781,88.6041818,255.0,1915184073.8,2575930448.05,255.0,0.09565755000000001,217.05,62.75,0.730814,200,1
tcp,http,FIN,9,2,3,1,20,14,1152,622,25150.03906,12773.243164,4,2,0.09177199999999999,0.121043,0,0,2,6,16,0,16,2,48.8113665,254.0,252.0,36.625,45.182742,2358.28195,90.167066,255.0,2635885412.5,3518911068.5,255.0,0.1064075,57.5,44.5,0.404353,0,1
tcp,http,FIN,9,3,2,1,40,26,2094,1158,40644.264647,20755.467286,8,4,0.160702,0.247771,0,0,4,10,40,0,40,4,41.731619,254.0,252.0,43.9283335,65.25138475,2513.4275405,99.3022305,255.0,2297626398.0,2147169389.25,255.0,0.10211825,52.5,44.75,0.598345,0,1
tcp,http,FIN,9,3,3,1,140,90,9820,4010,277395.122557,101790.04345699999,28,14,0.544404,0.633671,0,0,12,45,121,0,121,14,58.93100307142857,254.0,252.0,29.951174642857143,42.75129792857143,1732.6344475714286,70.2858935,255.0,1794086859.7857144,2460545216.785714,255.0,0.08414821428571428,70.28571428571429,44.785714285714285,0.466394,0,1
tcp,http,FIN,9,3,4,1,30,20,1910,890,52100.39746,22338.000001,6,3,0.115106,0.088473,0,0,3,12,24,0,24,3,59.683486666666674,254.0,252.0,32.381184999999995,45.640037666666665,2049.5514043333333,75.78239733333334,255.0,937876323.3333334,2114854180.3333333,255.0,0.06785966666666667,63.333333333333336,44.666666666666664,0.47398,0,1
tcp,http,FIN,9,4,4,4,40,40,3232,4784,31533.708984,46650.82812,8,8,0.152756,0.315028,0,0,64,16,36,0,36,4,25.718598,62.0,252.0,82.085,70.165781,4967.08469,114.208469,255.0,17734597.0,1595159457.0,255.0,0.116946,81.0,120.0,0.738765,787,1
tcp,http,FIN,9,5,5,1,50,30,3170,1340,112476.95899,44159.595703,10,5,0.127416,0.127367,0,0,5,25,40,0,40,5,73.9278938,254.0,252.0,21.592489,35.8720394,1202.0490914,58.0354022,255.0,2755922968.8,2663507695.6,255.0,0.0509566,63.2,45.0,0.230669,0,1
tcp,http,FIN,9,9,9,6,60,60,6852,6756,38978.211912,38447.378904,12,12,0.342846,0.370542,0,0,180,186,54,0,54,6,15.008632999999998,254.0,252.0,140.659778,133.678672,9859.731427,201.669609,255.0,1561070687.0,1137107764.0,255.0,0.118898,114.0,113.0,1.265938,156,1
tcp,http,FIN,10,1,1,1,80,48,26008,3116,441046.01464700006,44203.300296,19,8,0.421212,0.45354700000000003,0,0,5,7,67,0,51,7,41.32021914285714,226.57142857142858,252.0,43.03864585714286,61.77024171428572,2574.5129538571427,103.952894,255.0,2148775085.428571,2751876830.571429,255.0,0.12496557142857144,248.14285714285714,62.142857142857146,0.719361,261,1
tcp,http,FIN,10,1,3,1,20,12,1678,536,42641.550780000005,12669.644043,4,2,0.088224,0.070381,0,0,1,6,2,0,2,2,53.025853999999995,254.0,252.0,28.2885,49.960301,1417.3831225,70.1316445,255.0,802393495.0,1654308477.5,255.0,0.0793025,84.0,45.0,0.309572,0,1
tcp,http,FIN,10,2,2,1,90,54,24272,2402,470828.03321100003,49109.411621,21,8,0.324102,0.396258,0,0,2,16,74,0,58,8,51.29461925,254.0,252.0,35.131809125,51.7384465,2257.401441625,88.422957375,255.0,2394772052.0,2597207241.375,255.0,0.090045,195.5,44.625,0.5045,0,1
tcp,http,FIN,10,2,2,2,40,36,3308,4548,29056.90625,39205.753914,6,8,0.23499,0.33778,0,0,40,8,40,0,40,4,21.7588955,62.0,252.0,4734.0438890000005,5898.7127775,467746.43407,15452.207280999999,255.0,966744390.0,2817118889.0,255.0,0.1431925,83.0,128.0,0.96658,178,1
tcp,http,FIN,10,2,3,1,50,28,21160,1244,454185.724124,26523.283203,13,4,0.168728,0.24757099999999999,0,0,2,12,36,0,38,4,57.790609,254.0,252.0,31.31726725,44.643814500000005,1930.645082,75.42558225,255.0,1985254459.0,1720285146.0,255.0,0.10407475,313.0,44.5,0.502393,0,1
tcp,http,FIN,10,3,2,1,30,16,17852,708,651347.259766,17270.633793,9,2,0.089858,0.081968,0,0,2,6,18,0,20,2,83.6616495,254.0,252.0,31.817608,42.256856,2079.031038,76.898953,255.0,2198677354.0,2953038328.5,255.0,0.085913,460.5,44.0,0.483004,0,1
tcp,http,FIN,10,3,3,1,250,166,34798,8492,661480.786673,169363.998534,53,25,1.079852,1.362029,0,0,15,72,237,0,156,24,50.095017625,246.0,252.0,36.857245875,48.951712750000006,2264.958914208333,82.61478741666666,255.0,1723321587.5416667,1806448979.9583333,255.0,0.10174504166666666,109.08333333333333,50.375,0.533223,316,1
tcp,http,FIN,10,4,4,1,40,24,5400,1072,138703.14062,27820.916993,8,4,0.13722,0.132552,0,0,4,20,40,0,16,4,58.218995500000005,254.0,252.0,27.68558325,46.13285075,1458.0121065,71.69609475,255.0,1701211085.5,1814141903.5,255.0,0.067443,135.25,45.0,0.312349,0,1
tcp,http,FIN,10,6,5,2,20,16,1656,2132,22350.0918,27952.5957,4,4,0.127454,0.177368,0,0,8,10,20,0,20,2,31.832404,62.0,252.0,59.338556,60.476855,2918.248049,99.108773,255.0,1232103614.0,352881835.0,255.0,0.152411,83.0,133.0,0.534047,126,1
tcp,http,FIN,10,6,5,3,30,24,2430,3270,30619.58496,40070.07423,6,6,0.13291799999999998,0.13848,0,0,27,15,30,0,30,3,29.751541,62.0,252.0,9540.5165,11929.763,948301.2377,31381.148,255.0,3964224736.0,3807320437.0,255.0,0.090466,81.0,136.0,0.571399,248,1
tcp,http,FIN,11,1,1,1,20,14,1430,1578,27320.763676,20534.645510000002,3,3,0.09393699999999999,0.07717199999999999,0,0,26,4,22,0,22,2,44.880598500000005,158.0,252.0,4029.27545,5042.6879005,398657.38722,13193.9127205,255.0,1072486940.5,2414639252.5,255.0,0.0855545,71.5,104.5,0.728258,138,1
tcp,http,FIN,11,2,2,1,40,30,5094,1330,92211.201174,21091.895507,8,4,0.225573,0.26522999999999997,0,0,4,10,44,0,44,4,38.078716,254.0,252.0,46.7209165,56.845344,3037.8173415,104.419701,255.0,1608034922.25,2158474441.5,255.0,0.12270075,127.5,44.25,0.484087,0,1
tcp,http,FIN,11,2,2,2,20,16,1652,2384,16751.121094,23483.08984,4,4,0.137832,0.242106,0,0,8,4,22,0,22,2,23.922132,62.0,252.0,78.959889,79.61057,4182.794961,121.117055,255.0,1496555033.0,2194216837.0,255.0,0.189969,83.0,149.0,0.710639,189,1
tcp,http,FIN,11,3,3,1,60,40,4382,2496,126821.42186,66166.074215,12,7,0.238713,0.240367,0,0,6,18,66,0,66,6,64.89159183333334,254.0,252.0,27.498036833333334,37.62128583333333,1571.4330136666667,61.76556816666667,255.0,2837280736.8333335,2521496276.5,255.0,0.07984666666666666,73.16666666666667,59.666666666666664,0.447701,109,1
tcp,http,FIN,11,8,8,8,80,64,6600,9064,32211.125672000002,222569.744264,24,12,0.641376,0.492632,0,0,128,64,88,0,88,8,34.5157185,62.0,252.0,2033.2403,3357.1135000000004,241114.585176,9349.711215,255.0,4125223716.0,880007654.0,255.0,0.141751,67.5,149.5,59.932392,132,1
tcp,http,FIN,12,1,1,1,10,6,510,268,14891.6582,7267.388672,2,1,0.050934,0.059901,0,0,1,1,12,0,12,1,60.831937,254.0,252.0,25.045222,37.334199,1430.323825,55.945664,255.0,4202783186.0,1043230356.0,255.0,0.110835,51.0,45.0,0.246581,0,1
tcp,http,FIN,12,1,3,1,10,6,1398,268,60987.71875,10850.87305,2,1,0.012354,0.014489,0,0,1,3,1,0,1,1,90.827619,254.0,252.0,17.623556,30.129801,1085.938861,52.300434,255.0,3137067899.0,728342703.0,255.0,0.026843,140.0,45.0,0.165148,0,1
tcp,http,FIN,12,2,2,1,60,40,3366,1780,100357.427737,47037.398437,12,6,0.269472,0.250092,0,0,6,14,72,0,72,6,62.675508666666666,254.0,252.0,29.4950185,40.49370966666667,1871.3138760000002,71.6854095,255.0,2603058006.0,2759926938.0,255.0,0.086594,56.166666666666664,44.666666666666664,0.4477,0,1
tcp,http,FIN,12,2,3,1,20,14,1216,622,37159.759764999995,15938.487309,4,2,0.079309,0.078011,0,0,2,6,22,0,4,2,62.3577275,254.0,252.0,32.7626665,42.121415,2077.824056,82.3979665,255.0,2535586641.5,3492722071.0,255.0,0.07866000000000001,60.5,44.5,0.432149,0,1
tcp,http,FIN,12,3,2,1,20,12,1018,536,23106.54492,11283.214844,4,2,0.036071,0.105017,0,0,2,4,24,0,24,2,47.223277,254.0,252.0,42.639832999999996,68.73750199999999,2787.4170270000004,119.775135,255.0,2605144636.0,1080884123.0,255.0,0.070544,51.0,45.0,0.572623,0,1
tcp,http,FIN,12,3,3,1,90,62,5536,2756,156879.429675,70207.086425,18,9,0.35553599999999996,0.282738,0,0,8,27,99,0,27,9,61.261083,254.0,252.0,31.83038266666667,43.35681288888889,2050.1740286666663,81.21149344444444,255.0,2134597741.6666667,1934658732.1111112,255.0,0.07091933333333333,61.55555555555556,44.55555555555556,0.480929,0,1
tcp,http,FIN,12,4,3,1,30,22,1776,976,34878.700195,18202.128906,6,3,0.181567,0.142851,0,0,3,9,36,0,36,3,45.040726666666664,254.0,252.0,40.682852,51.50459133333334,2678.9388613333335,100.12366166666668,255.0,1551690364.6666667,2072101998.3333333,255.0,0.10813933333333332,59.333333333333336,44.333333333333336,0.439571,0,1
tcp,http,FIN,12,4,4,1,120,76,10384,3388,311081.955068,92831.528808,24,12,0.426343,0.370775,0,0,12,52,144,0,144,12,63.30746983333333,254.0,252.0,27.487888833333333,41.701890666666664,1568.2396225833334,68.86562166666667,255.0,2023041520.5833333,2104357964.3333333,255.0,0.0664265,86.58333333333333,44.833333333333336,0.44285,0,1
tcp,http,FIN,13,1,1,1,10,6,630,268,25772.58203,10181.76074,2,1,0.055103,0.02597,0,0,1,1,14,0,13,1,85.22679,254.0,252.0,17.432222,30.005199,984.511023,43.826406,255.0,1054083828.0,984826961.0,255.0,0.081073,63.0,45.0,0.176001,0,1
tcp,http,FIN,13,2,2,1,20,14,1018,622,20661.730955,11594.888672000001,4,2,0.07193,0.09528,0,0,2,4,28,0,26,2,44.4352155,254.0,252.0,39.922222000000005,53.7216265,2436.0069815,93.54669150000001,255.0,1606812645.0,1639370484.0,255.0,0.083605,51.0,44.5,0.459246,0,1
tcp,http,FIN,13,3,3,1,30,18,1910,804,68110.33984999999,26619.561524,6,3,0.076418,0.080225,0,0,3,9,42,0,39,3,74.27333266666666,254.0,252.0,21.031963,35.20939966666666,1134.3860033333333,54.239917,255.0,2706497705.6666665,2098711207.0,255.0,0.052214333333333335,63.333333333333336,45.0,0.219582,0,1
tcp,http,FIN,13,4,3,1,30,20,1832,890,58459.058588,25076.403317,6,3,0.15483999999999998,0.14988,0,0,3,9,42,0,39,3,67.14835433333333,254.0,252.0,29.194444333333333,36.58505733333333,1823.7183366666668,66.86076433333334,255.0,2291081821.0,1340950959.3333333,255.0,0.10157333333333333,61.333333333333336,44.666666666666664,0.44443,0,1
tcp,http,FIN,13,5,4,1,20,12,1152,536,37162.25293,15802.085448999998,4,2,0.078172,0.053508,0,0,2,8,28,0,26,2,66.1359595,254.0,252.0,24.663833,41.373298500000004,1253.9374395,59.560432000000006,255.0,2143029930.5,892150831.0,255.0,0.06584,57.5,45.0,0.27355,0,1
tcp,http,FIN,13,5,4,2,40,24,2392,1072,80727.14064,33548.941408,8,4,0.093948,0.089688,0,0,16,16,56,0,52,4,70.205654,254.0,252.0,23.739778,38.104801,1152.51092,59.321645,255.0,3357913527.0,4122219453.0,255.0,0.045909,60.0,45.0,0.213658,0,1
tcp,http,RST,1,6,6,2,6,2,258,86,18691.99414,3738.398926,1,1,0.021343,0.057724,0,0,2,6,1,0,13,0,76.072072,254.0,60.0,18.4036,0.007,1132.968293,0.0,255.0,16616018.0,4193704849.0,255.0,0.079067,43.0,43.0,0.092018,0,1
tcp,http,RST,2,1,2,1,16,6,1722,288,820.510498,121.933456,6,5,0.058689,0.064176,0,0,1,2,1,0,1,0,1.333647,62.0,252.0,1049.752933,1324.05725,81514.76536,1768.48425,255.0,4294958913.0,1791413921.0,255.0,0.122865,108.0,48.0,15.746294,0,1
tcp,http,RST,2,9,10,2,6,2,258,86,15973.40234,3194.68042,1,1,0.051198,0.050173,0,0,4,10,1,0,21,0,65.008032,254.0,60.0,21.5358,0.008,1436.30227,0.0,255.0,211641104.0,303093141.0,255.0,0.101371,43.0,43.0,0.107679,162,1
tcp,irc,FIN,1,1,1,1,290,266,16496,36234,155224.823003,407930.077764,69,69,1.70732,1.706503,0,0,0,69,25,0,29,25,27.51108116,161.84,252.0,111.48905839999999,110.75944064,6894.92869588,1245.4760624799999,255.0,2334627692.04,2127415660.6,255.0,0.13655292,56.12,136.48,3.632607,0,0
tcp,irc,FIN,1,2,1,1,52,46,2946,3346,17521.318359,19457.85791,13,13,0.381544,0.388837,0,0,0,7,4,0,6,4,18.90585775,206.0,252.0,116.65974750000001,115.40149625000001,6417.378068,173.178551,255.0,2135765299.75,2963248444.75,255.0,0.19259525,56.5,73.0,1.849231,0,0
tcp,irc,FIN,1,3,1,1,12,12,628,874,2421.567139,3371.695801,3,3,0.082149,0.130283,0,0,0,27,1,0,1,1,12.086815,254.0,252.0,172.990909,158.601188,10973.91593,239.602078,255.0,1805539180.0,3391839303.0,255.0,0.212432,52.0,73.0,1.9029,0,0
tcp,pop3,CON,1,1,1,1,4568,29972,196930,39853029,49222.844970000006,5736269.6406,36,14984,0.263891,0.178049,0,0,0,9,6,0,6,18,123.19098166666667,62.0,252.0,55.801899999999996,17.734656,3749.778868833333,1921.8937485,255.0,3130054662.3333335,2249231974.1666665,255.0,0.07365666666666666,45.5,969.1666666666666,59.972408,0,0
tcp,pop3,CON,1,2,2,2,12,12,574,676,4470.913574,5259.898438,5,6,0.085562,0.053884,0,0,0,4,1,0,2,3,24.390658,62.0,252.0,79.714089,80.82718,3903.523582,95.650531,255.0,3026824982.0,3748412468.0,255.0,0.139446,48.0,56.0,0.942984,0,0
tcp,pop3,CON,2,2,2,2,1642,10872,70688,14590859,9421.986328,1945816.875,6,5436,0.043776,0.005712,0,0,0,2,2,0,2,3,208.608742,62.0,252.0,36.537742,5.523291,2574.687441,1002.060727,255.0,2029744812.0,1842832594.0,255.0,0.049488,43.0,1342.0,59.983105,0,0
tcp,pop3,FIN,1,1,1,1,46504,169890,2121862,198018678,7502442.976182,419562476.962327,8697,82228,78.035982,66.293821,0,0,0,2634,1252,0,1400,1247,58.743851289494785,62.0,252.0,83.03943414915798,47.22677440817963,4820.4758999318365,2703.5792737409784,255.0,2184235753.799519,2136723781.777065,255.0,0.1157416222935044,46.729751403368084,774.7971130713713,57.953392,0,0
tcp,pop3,FIN,1,2,1,1,5247,16449,241420,18154486,780577.737909,46255534.5195,1136,7872,11.429413,11.952115,0,0,0,364,170,0,249,162,48.48433540740741,62.00617283950617,252.0,102.89814573456789,54.692440759259256,6396.08877745679,3809.933512962963,255.0,1978502489.419753,2123477662.6049383,255.0,0.14433041975308641,46.623456790123456,811.3271604938271,21.369947,0,0
tcp,pop3,FIN,1,2,2,1,20,20,944,2570,6782.922852,18465.88477,7,8,0.048438,0.052191,0,0,0,2,1,0,3,1,36.863712,62.0,252.0,55.681632,52.876578,2915.807572,79.242961,255.0,3983185772.0,1440350394.0,255.0,0.100629,47.0,129.0,1.057951,0,0
tcp,pop3,FIN,1,2,2,2,16,16,730,3762,8249.669922,42476.76953,4,6,0.0,0.0,0,0,0,3,1,0,2,1,46.667843,62.0,252.0,44.284602,35.351535,76.0975,2980.975525,255.0,240212040.0,2699256722.0,255.0,0.0,46.0,235.0,0.664269,0,0
tcp,pop3,FIN,1,3,1,1,1328,4588,60828,5321894,163272.913826,9054438.034003,259,2213,2.436761,2.511037,0,0,0,68,40,0,67,37,42.64324783783784,62.0,252.0,107.52646067567568,67.86392851351351,6109.078204756757,3368.3643036756757,255.0,2098034828.7027028,2321914231.027027,255.0,0.13372427027027026,47.0,694.2162162162163,15.421454,0,0
tcp,pop3,FIN,1,4,1,1,744,4054,32688,5342467,27846.387328999997,2523460.16605,49,2011,0.6260169999999999,0.618865,0,0,0,22,7,0,30,7,49.859311999999996,62.0,252.0,111.40202071428573,76.41277285714285,5997.788788571429,3859.7858774285714,255.0,2171731353.285714,2481574062.285714,255.0,0.17784028571428573,46.285714285714285,755.4285714285714,40.716087,0,0
tcp,pop3,FIN,1,5,1,1,110,186,5208,132852,33570.293946,714775.17968,35,83,0.132165,0.206176,0,0,0,5,5,0,5,5,46.483867,62.0,252.0,58.0810568,34.9457504,3598.1885558000004,2583.1909882,255.0,2293675377.4,2612394561.4,255.0,0.0676682,47.6,615.0,2.001694,0,0
tcp,pop3,FIN,1,6,1,1,42,56,1994,30760,10187.06543,184442.52441,14,24,0.13017,0.155691,0,0,0,4,2,0,7,2,33.1359015,62.0,252.0,79.92980299999999,64.65531150000001,3921.9162880000003,1140.728404,255.0,2252283330.0,2512679189.5,255.0,0.1429305,47.5,467.0,1.914703,0,0
tcp,pop3,FIN,1,7,1,1,30,84,1380,87086,4711.202637,303897.2813,7,40,0.043401,0.059098,0,0,0,7,1,0,25,1,49.884361,62.0,252.0,78.111692,26.896243,3942.542851,2410.993418,255.0,3248776287.0,547788400.0,255.0,0.102499,46.0,1037.0,2.265239,0,0
tcp,pop3,FIN,1,8,1,1,28,70,1318,69512,3326.775635,179344.875,7,33,0.098143,0.079491,0,0,0,2,1,0,1,1,31.736549,62.0,252.0,113.197405,43.143668,6255.009016,3974.844,255.0,2265023144.0,787864226.0,255.0,0.177634,47.0,993.0,3.056413,0,0
tcp,pop3,FIN,1,10,1,1,68,232,3124,259352,11483.567871,818308.12695,14,112,0.047064,0.11438200000000001,0,0,0,2,2,0,2,2,63.818695000000005,62.0,252.0,66.90120300000001,40.592440499999995,3259.0740405,2303.838191,255.0,2771636049.0,1765199832.5,255.0,0.08072299999999999,46.5,734.0,2.558307,0,0
tcp,pop3,FIN,1,14,1,1,20,22,956,5518,3939.594971,22831.44727,7,9,0.058004,0.055046,0,0,0,1,1,0,1,1,22.211688,62.0,252.0,97.151314,85.241429,5594.357779,4825.119384,255.0,55140279.0,1580713136.0,255.0,0.11305,48.0,251.0,1.845875,0,0
tcp,pop3,FIN,1,15,1,1,34,112,1562,126358,5709.395996,471316.8438,7,54,0.06104,0.125358,0,0,0,15,1,0,37,1,68.215425,62.0,252.0,64.412697,18.01145,3111.339489,1636.537096,255.0,723325536.0,1409252220.0,255.0,0.186398,46.0,1128.0,2.125619,0,0
tcp,pop3,FIN,1,16,1,1,20,22,946,4998,3037.536865,16120.23145,7,9,0.092265,0.079095,0,0,0,1,1,0,1,1,17.316325,62.0,252.0,124.57252,108.981333,6748.308559,6052.977571,255.0,203688987.0,222648780.0,255.0,0.17136,47.0,227.0,2.367708,0,0
tcp,pop3,FIN,1,17,1,1,74,282,3360,325591,7845.690918,749919.7344,14,137,0.167495,0.151825,0,0,0,19,2,0,29,2,52.0530885,62.0,252.0,96.103938,28.312539,5271.0269045,2802.502806,255.0,1454779063.5,3736890719.5,255.0,0.15966,45.5,1103.5,3.663706,0,0
tcp,pop3,FIN,1,18,1,1,142,374,6592,381923,26071.060546,1348140.2813499998,35,177,0.28783000000000003,0.285639,0,0,0,8,5,0,5,5,49.114143999999996,62.0,252.0,72.6635668,31.5685104,3825.3947066,2574.9712252,255.0,2482990999.8,2457966700.0,255.0,0.1146938,46.6,909.2,3.043861,0,0
tcp,pop3,FIN,1,19,1,1,42,64,2006,38099,14502.269047000002,386458.15044,14,28,0.087223,0.12341500000000001,0,0,0,4,2,0,2,2,53.8088945,62.0,252.0,91.0693755,67.4268125,5239.644347,4451.79031,255.0,2859081000.0,3307555634.5,255.0,0.105319,48.0,535.0,2.864674,0,0
tcp,pop3,FIN,1,21,1,1,74,158,3448,135052,8884.678955,276432.83691,21,71,0.165037,0.151536,0,0,0,24,3,0,24,3,23.334128000000003,62.0,252.0,128.56256533333334,76.39221833333333,8120.117292666667,3741.1520576666667,255.0,3300388570.6666665,2969437988.3333335,255.0,0.10552433333333333,46.666666666666664,602.3333333333334,4.14634,0,0
tcp,pop3,FIN,1,22,1,1,20,24,948,7814,4215.828613,35041.44141,7,10,0.06939,0.095742,0,0,0,2,1,0,1,1,25.14992,62.0,252.0,89.986682,69.21948,4987.81632,4251.508733,255.0,3057915087.0,4060344117.0,255.0,0.165132,47.0,326.0,1.709747,0,0
tcp,pop3,FIN,1,23,1,1,56,148,2624,152424,7798.899170000001,479722.3907,14,70,0.157408,0.10755,0,0,0,3,2,0,2,2,39.655128000000005,62.0,252.0,103.67121649999999,39.543641,7437.108733,4556.281636,255.0,1122624569.0,1587993964.5,255.0,0.132479,46.5,1021.0,3.300197,0,0
tcp,pop3,FIN,1,24,1,1,20,20,938,3672,3525.177734,13788.50391,7,8,0.058633,0.089903,0,0,0,2,1,0,1,1,19.265966,62.0,252.0,106.494527,101.809687,5205.402566,119.026438,255.0,2147543436.0,4165115078.0,255.0,0.148536,47.0,184.0,2.024295,0,0
tcp,pop3,FIN,1,25,1,1,24,48,1146,41130,9107.086914,333738.6875,7,22,0.051359,0.023468,0,0,0,1,1,0,1,1,73.544492,62.0,252.0,41.961304,20.041085,2009.082381,1391.676901,255.0,1520064107.0,1412539769.0,255.0,0.074827,48.0,857.0,0.965402,0,0
tcp,pop3,FIN,1,26,1,1,20,22,972,5862,3233.737061,19584.4082,7,9,0.094194,0.073407,0,0,0,25,1,0,39,1,17.936042,62.0,252.0,120.310525,104.532092,7973.407233,7273.213225,255.0,3256450273.0,1798609590.0,255.0,0.167601,49.0,266.0,2.2859,0,0
tcp,pop3,FIN,1,35,1,1,24,20,1124,2622,5177.029785,11962.87695,7,8,0.038393,0.010638,0,0,0,1,1,0,1,1,25.813113,62.0,252.0,72.426953,86.662422,4710.044616,158.267562,255.0,664691635.0,2473230872.0,255.0,0.049031,47.0,131.0,1.66582,0,0
tcp,pop3,FIN,1,40,1,1,20,26,978,10054,7101.391113,73823.92188,7,11,0.046465,0.049512,0,0,0,1,1,0,1,1,42.951963,62.0,252.0,55.141158,39.888322,2902.922521,2587.874387,255.0,1846278985.0,2628133002.0,255.0,0.095977,49.0,387.0,1.047682,0,0
tcp,pop3,FIN,2,1,1,1,579,1367,26956,1310926,139021.88111,7339521.62692,154,630,1.356688,1.189472,0,0,0,30,24,0,27,22,60.05195486363636,62.0,252.0,76.71643618181818,49.937673,4230.034567727273,2072.348989,255.0,2237137366.7272725,2530545833.3636365,255.0,0.11573454545454545,46.86363636363637,732.1363636363636,4.757352,0,0
tcp,pop3,FIN,2,1,2,1,80,316,3638,368588,11774.196778000001,830276.78516,14,154,0.138239,0.067756,0,0,0,4,2,0,2,2,65.434055,62.0,252.0,62.749319,36.702129,3124.4013194999998,707.8396275,255.0,834781048.5,1340661558.0,255.0,0.10299749999999999,46.5,675.5,3.577953,0,0
tcp,pop3,FIN,2,2,1,1,16,16,832,944,2990.572754,3393.149658,5,6,0.068281,0.081175,0,0,0,1,1,0,1,1,14.857011,62.0,252.0,139.1038,133.647328,7331.562168,170.028094,255.0,3778591093.0,2431250138.0,255.0,0.149456,52.0,59.0,2.086557,0,0
tcp,pop3,FIN,2,2,2,1,102,466,4596,567156,24326.069340000002,1825487.12109,14,229,0.059324,0.023911,0,0,0,6,4,0,4,2,138.9764535,62.0,252.0,30.510426000000002,17.295583,1629.814596,366.775524,255.0,2687719505.5,671603583.0,255.0,0.0416175,46.0,698.0,2.516381,0,0
tcp,pop3,FIN,2,2,2,2,16,52,694,62736,9257.827148,875013.9375,1,24,0.043776,0.005712,0,0,0,2,2,0,2,1,119.100308,62.0,252.0,38.009937,11.209058,58.277656,1240.712649,255.0,2029744859.0,1849910144.0,255.0,0.049488,43.0,1206.0,0.562551,0,0
tcp,pop3,FIN,2,6,2,1,154,706,6862,860741,13821.379884,1368332.7812,21,347,0.190685,0.219911,0,0,0,21,6,0,18,3,62.337072,62.0,252.0,80.914294,27.417229666666667,4249.070902,2432.8818966666668,255.0,3044958000.6666665,3332971586.0,255.0,0.1368653333333333,45.333333333333336,1061.6666666666667,6.193005,0,0
tcp,smtp,CON,1,1,1,1,242649,37586,322943609,1638876,44501652.8125,230288.27392500002,121249,223,3.074072,2.798114,0,0,0,113,43,0,47,90,112.57297948837208,120.04651162790698,252.0,11.357014837209302,71.32030406976745,1539.2339501395347,95.62552274418604,255.0,1835077112.3488371,2188675750.0697675,255.0,0.13656246511627906,1331.7906976744187,43.97674418604651,59.999527,0,0
tcp,smtp,CON,1,2,1,1,32196,5042,43057445,220610,5743413.375,29398.230225,16090,36,0.507951,0.492482,0,0,0,7,7,0,7,15,103.48518100000001,94.0,252.0,12.1531735,76.31151166666666,1646.1669695,102.098515,255.0,2442107390.0,1413178722.3333333,255.0,0.1667388333333333,1337.6666666666667,43.833333333333336,59.988781,0,0
tcp,smtp,CON,1,2,2,2,8000,1224,10508842,53508,1415117.61621,20993.629395,3997,10,0.058322,0.086267,0,0,0,4,2,0,4,3,97.7278905,158.0,252.0,26.247786,48.5249,1651.5449925,63.905683499999995,255.0,4125972546.0,1030543181.0,255.0,0.07229450000000001,696.0,72.0,59.980972,0,0
tcp,smtp,CON,1,3,1,1,69,50,58522,3843,6899204.0,484360.47656,23,8,0.000114,0.0010170000000000001,0,0,0,10,3,0,2,0,933.5386245,31.0,30.0,2.4152005,3.36639,206.2931335,7.4366935000000005,255.0,2718243716.0,1646770611.0,255.0,0.0005655,931.0,73.0,0.085015,0,0
